Code,"Name",SubCategory,Block,Group
U+114B,"HANGUL CHOSEONG IEUNG-PHIEUPH",Lo,Hangul,Hangul
U+114C,"HANGUL CHOSEONG YESIEUNG",Lo,Hangul,Hangul
U+114D,"HANGUL CHOSEONG CIEUC-IEUNG",Lo,Hangul,Hangul
U+114E,"HANGUL CHOSEONG CHITUEUMCIEUC",Lo,Hangul,Hangul
U+114F,"HANGUL CHOSEONG CHITUEUMSSANGCIEUC",Lo,Hangul,Hangul
U+1150,"HANGUL CHOSEONG CEONGCHIEUMCIEUC",Lo,Hangul,Hangul
U+1151,"HANGUL CHOSEONG CEONGCHIEUMSSANGCIEUC",Lo,Hangul,Hangul
U+1152,"HANGUL CHOSEONG CHIEUCH-KHIEUKH",Lo,Hangul,Hangul
U+1153,"HANGUL CHOSEONG CHIEUCH-HIEUH",Lo,Hangul,Hangul
U+1154,"HANGUL CHOSEONG CHITUEUMCHIEUCH",Lo,Hangul,Hangul
U+1155,"HANGUL CHOSEONG CEONGCHIEUMCHIEUCH",Lo,Hangul,Hangul
U+1156,"HANGUL CHOSEONG PHIEUPH-PIEUP",Lo,Hangul,Hangul
U+1157,"HANGUL CHOSEONG KAPYEOUNPHIEUPH",Lo,Hangul,Hangul
U+1158,"HANGUL CHOSEONG SSANGHIEUH",Lo,Hangul,Hangul
U+1159,"HANGUL CHOSEONG YEORINHIEUH",Lo,Hangul,Hangul
U+115A,"HANGUL CHOSEONG KIYEOK-TIKEUT",Lo,Hangul,Hangul
U+115B,"HANGUL CHOSEONG NIEUN-SIOS",Lo,Hangul,Hangul
U+115C,"HANGUL CHOSEONG NIEUN-CIEUC",Lo,Hangul,Hangul
U+115D,"HANGUL CHOSEONG NIEUN-HIEUH",Lo,Hangul,Hangul
U+115E,"HANGUL CHOSEONG TIKEUT-RIEUL",Lo,Hangul,Hangul
U+115F,"HANGUL CHOSEONG FILLER",Lo,Hangul,Hangul
U+1160,"HANGUL JUNGSEONG FILLER",Lo,Hangul,Hangul
U+1161,"HANGUL JUNGSEONG A",Lo,Hangul,Hangul
U+1162,"HANGUL JUNGSEONG AE",Lo,Hangul,Hangul
U+1163,"HANGUL JUNGSEONG YA",Lo,Hangul,Hangul
U+1164,"HANGUL JUNGSEONG YAE",Lo,Hangul,Hangul
U+1165,"HANGUL JUNGSEONG EO",Lo,Hangul,Hangul
U+1166,"HANGUL JUNGSEONG E",Lo,Hangul,Hangul
U+1167,"HANGUL JUNGSEONG YEO",Lo,Hangul,Hangul
U+1168,"HANGUL JUNGSEONG YE",Lo,Hangul,Hangul
U+1169,"HANGUL JUNGSEONG O",Lo,Hangul,Hangul
U+116A,"HANGUL JUNGSEONG WA",Lo,Hangul,Hangul
U+116B,"HANGUL JUNGSEONG WAE",Lo,Hangul,Hangul
U+116C,"HANGUL JUNGSEONG OE",Lo,Hangul,Hangul
U+116D,"HANGUL JUNGSEONG YO",Lo,Hangul,Hangul
U+116E,"HANGUL JUNGSEONG U",Lo,Hangul,Hangul
U+116F,"HANGUL JUNGSEONG WEO",Lo,Hangul,Hangul
U+1170,"HANGUL JUNGSEONG WE",Lo,Hangul,Hangul
U+1171,"HANGUL JUNGSEONG WI",Lo,Hangul,Hangul
U+1172,"HANGUL JUNGSEONG YU",Lo,Hangul,Hangul
U+1173,"HANGUL JUNGSEONG EU",Lo,Hangul,Hangul
U+1174,"HANGUL JUNGSEONG YI",Lo,Hangul,Hangul
U+1175,"HANGUL JUNGSEONG I",Lo,Hangul,Hangul
U+1176,"HANGUL JUNGSEONG A-O",Lo,Hangul,Hangul
U+1177,"HANGUL JUNGSEONG A-U",Lo,Hangul,Hangul
U+1178,"HANGUL JUNGSEONG YA-O",Lo,Hangul,Hangul
U+1179,"HANGUL JUNGSEONG YA-YO",Lo,Hangul,Hangul
U+117A,"HANGUL JUNGSEONG EO-O",Lo,Hangul,Hangul
U+117B,"HANGUL JUNGSEONG EO-U",Lo,Hangul,Hangul
U+117C,"HANGUL JUNGSEONG EO-EU",Lo,Hangul,Hangul
U+117D,"HANGUL JUNGSEONG YEO-O",Lo,Hangul,Hangul
U+117E,"HANGUL JUNGSEONG YEO-U",Lo,Hangul,Hangul
U+117F,"HANGUL JUNGSEONG O-EO",Lo,Hangul,Hangul
U+1180,"HANGUL JUNGSEONG O-E",Lo,Hangul,Hangul
U+1181,"HANGUL JUNGSEONG O-YE",Lo,Hangul,Hangul
U+1182,"HANGUL JUNGSEONG O-O",Lo,Hangul,Hangul
U+1183,"HANGUL JUNGSEONG O-U",Lo,Hangul,Hangul
U+1184,"HANGUL JUNGSEONG YO-YA",Lo,Hangul,Hangul
U+1185,"HANGUL JUNGSEONG YO-YAE",Lo,Hangul,Hangul
U+1186,"HANGUL JUNGSEONG YO-YEO",Lo,Hangul,Hangul
U+1187,"HANGUL JUNGSEONG YO-O",Lo,Hangul,Hangul
U+1188,"HANGUL JUNGSEONG YO-I",Lo,Hangul,Hangul
U+1189,"HANGUL JUNGSEONG U-A",Lo,Hangul,Hangul
U+118A,"HANGUL JUNGSEONG U-AE",Lo,Hangul,Hangul
U+118B,"HANGUL JUNGSEONG U-EO-EU",Lo,Hangul,Hangul
U+118C,"HANGUL JUNGSEONG U-YE",Lo,Hangul,Hangul
U+118D,"HANGUL JUNGSEONG U-U",Lo,Hangul,Hangul
U+118E,"HANGUL JUNGSEONG YU-A",Lo,Hangul,Hangul
U+118F,"HANGUL JUNGSEONG YU-EO",Lo,Hangul,Hangul
U+1190,"HANGUL JUNGSEONG YU-E",Lo,Hangul,Hangul
U+1191,"HANGUL JUNGSEONG YU-YEO",Lo,Hangul,Hangul
U+1192,"HANGUL JUNGSEONG YU-YE",Lo,Hangul,Hangul
U+1193,"HANGUL JUNGSEONG YU-U",Lo,Hangul,Hangul
U+1194,"HANGUL JUNGSEONG YU-I",Lo,Hangul,Hangul
U+1195,"HANGUL JUNGSEONG EU-U",Lo,Hangul,Hangul
U+1196,"HANGUL JUNGSEONG EU-EU",Lo,Hangul,Hangul
U+1197,"HANGUL JUNGSEONG YI-U",Lo,Hangul,Hangul
U+1198,"HANGUL JUNGSEONG I-A",Lo,Hangul,Hangul
U+1199,"HANGUL JUNGSEONG I-YA",Lo,Hangul,Hangul
U+119A,"HANGUL JUNGSEONG I-O",Lo,Hangul,Hangul
U+119B,"HANGUL JUNGSEONG I-U",Lo,Hangul,Hangul
U+119C,"HANGUL JUNGSEONG I-EU",Lo,Hangul,Hangul
U+119D,"HANGUL JUNGSEONG I-ARAEA",Lo,Hangul,Hangul
U+119E,"HANGUL JUNGSEONG ARAEA",Lo,Hangul,Hangul
U+119F,"HANGUL JUNGSEONG ARAEA-EO",Lo,Hangul,Hangul
U+11A0,"HANGUL JUNGSEONG ARAEA-U",Lo,Hangul,Hangul
U+11A1,"HANGUL JUNGSEONG ARAEA-I",Lo,Hangul,Hangul
U+11A2,"HANGUL JUNGSEONG SSANGARAEA",Lo,Hangul,Hangul
U+11A3,"HANGUL JUNGSEONG A-EU",Lo,Hangul,Hangul
U+11A4,"HANGUL JUNGSEONG YA-U",Lo,Hangul,Hangul
U+11A5,"HANGUL JUNGSEONG YEO-YA",Lo,Hangul,Hangul
U+11A6,"HANGUL JUNGSEONG O-YA",Lo,Hangul,Hangul
U+11A7,"HANGUL JUNGSEONG O-YAE",Lo,Hangul,Hangul
U+11A8,"HANGUL JONGSEONG KIYEOK",Lo,Hangul,Hangul
U+11A9,"HANGUL JONGSEONG SSANGKIYEOK",Lo,Hangul,Hangul
U+11AA,"HANGUL JONGSEONG KIYEOK-SIOS",Lo,Hangul,Hangul
U+11AB,"HANGUL JONGSEONG NIEUN",Lo,Hangul,Hangul
U+11AC,"HANGUL JONGSEONG NIEUN-CIEUC",Lo,Hangul,Hangul
U+11AD,"HANGUL JONGSEONG NIEUN-HIEUH",Lo,Hangul,Hangul
U+11AE,"HANGUL JONGSEONG TIKEUT",Lo,Hangul,Hangul
U+11AF,"HANGUL JONGSEONG RIEUL",Lo,Hangul,Hangul
U+11B0,"HANGUL JONGSEONG RIEUL-KIYEOK",Lo,Hangul,Hangul
U+11B1,"HANGUL JONGSEONG RIEUL-MIEUM",Lo,Hangul,Hangul
U+11B2,"HANGUL JONGSEONG RIEUL-PIEUP",Lo,Hangul,Hangul
U+11B3,"HANGUL JONGSEONG RIEUL-SIOS",Lo,Hangul,Hangul
U+11B4,"HANGUL JONGSEONG RIEUL-THIEUTH",Lo,Hangul,Hangul
U+11B5,"HANGUL JONGSEONG RIEUL-PHIEUPH",Lo,Hangul,Hangul
U+11B6,"HANGUL JONGSEONG RIEUL-HIEUH",Lo,Hangul,Hangul
U+11B7,"HANGUL JONGSEONG MIEUM",Lo,Hangul,Hangul
U+11B8,"HANGUL JONGSEONG PIEUP",Lo,Hangul,Hangul
U+11B9,"HANGUL JONGSEONG PIEUP-SIOS",Lo,Hangul,Hangul
U+11BA,"HANGUL JONGSEONG SIOS",Lo,Hangul,Hangul
U+11BB,"HANGUL JONGSEONG SSANGSIOS",Lo,Hangul,Hangul
U+11BC,"HANGUL JONGSEONG IEUNG",Lo,Hangul,Hangul
U+11BD,"HANGUL JONGSEONG CIEUC",Lo,Hangul,Hangul
U+11BE,"HANGUL JONGSEONG CHIEUCH",Lo,Hangul,Hangul
U+11BF,"HANGUL JONGSEONG KHIEUKH",Lo,Hangul,Hangul
U+11C0,"HANGUL JONGSEONG THIEUTH",Lo,Hangul,Hangul
U+11C1,"HANGUL JONGSEONG PHIEUPH",Lo,Hangul,Hangul
U+11C2,"HANGUL JONGSEONG HIEUH",Lo,Hangul,Hangul
U+11C3,"HANGUL JONGSEONG KIYEOK-RIEUL",Lo,Hangul,Hangul
U+11C4,"HANGUL JONGSEONG KIYEOK-SIOS-KIYEOK",Lo,Hangul,Hangul
U+11C5,"HANGUL JONGSEONG NIEUN-KIYEOK",Lo,Hangul,Hangul
U+11C6,"HANGUL JONGSEONG NIEUN-TIKEUT",Lo,Hangul,Hangul
U+11C7,"HANGUL JONGSEONG NIEUN-SIOS",Lo,Hangul,Hangul
U+11C8,"HANGUL JONGSEONG NIEUN-PANSIOS",Lo,Hangul,Hangul
U+11C9,"HANGUL JONGSEONG NIEUN-THIEUTH",Lo,Hangul,Hangul
U+11CA,"HANGUL JONGSEONG TIKEUT-KIYEOK",Lo,Hangul,Hangul
U+11CB,"HANGUL JONGSEONG TIKEUT-RIEUL",Lo,Hangul,Hangul
U+11CC,"HANGUL JONGSEONG RIEUL-KIYEOK-SIOS",Lo,Hangul,Hangul
U+11CD,"HANGUL JONGSEONG RIEUL-NIEUN",Lo,Hangul,Hangul
U+11CE,"HANGUL JONGSEONG RIEUL-TIKEUT",Lo,Hangul,Hangul
U+11CF,"HANGUL JONGSEONG RIEUL-TIKEUT-HIEUH",Lo,Hangul,Hangul
U+11D0,"HANGUL JONGSEONG SSANGRIEUL",Lo,Hangul,Hangul
U+11D1,"HANGUL JONGSEONG RIEUL-MIEUM-KIYEOK",Lo,Hangul,Hangul
U+11D2,"HANGUL JONGSEONG RIEUL-MIEUM-SIOS",Lo,Hangul,Hangul
U+11D3,"HANGUL JONGSEONG RIEUL-PIEUP-SIOS",Lo,Hangul,Hangul
U+11D4,"HANGUL JONGSEONG RIEUL-PIEUP-HIEUH",Lo,Hangul,Hangul
U+11D5,"HANGUL JONGSEONG RIEUL-KAPYEOUNPIEUP",Lo,Hangul,Hangul
U+11D6,"HANGUL JONGSEONG RIEUL-SSANGSIOS",Lo,Hangul,Hangul
U+11D7,"HANGUL JONGSEONG RIEUL-PANSIOS",Lo,Hangul,Hangul
U+11D8,"HANGUL JONGSEONG RIEUL-KHIEUKH",Lo,Hangul,Hangul
U+11D9,"HANGUL JONGSEONG RIEUL-YEORINHIEUH",Lo,Hangul,Hangul
U+11DA,"HANGUL JONGSEONG MIEUM-KIYEOK",Lo,Hangul,Hangul
U+11DB,"HANGUL JONGSEONG MIEUM-RIEUL",Lo,Hangul,Hangul
U+11DC,"HANGUL JONGSEONG MIEUM-PIEUP",Lo,Hangul,Hangul
U+11DD,"HANGUL JONGSEONG MIEUM-SIOS",Lo,Hangul,Hangul
U+11DE,"HANGUL JONGSEONG MIEUM-SSANGSIOS",Lo,Hangul,Hangul
U+11DF,"HANGUL JONGSEONG MIEUM-PANSIOS",Lo,Hangul,Hangul
U+11E0,"HANGUL JONGSEONG MIEUM-CHIEUCH",Lo,Hangul,Hangul
U+11E1,"HANGUL JONGSEONG MIEUM-HIEUH",Lo,Hangul,Hangul
U+11E2,"HANGUL JONGSEONG KAPYEOUNMIEUM",Lo,Hangul,Hangul
U+11E3,"HANGUL JONGSEONG PIEUP-RIEUL",Lo,Hangul,Hangul
U+11E4,"HANGUL JONGSEONG PIEUP-PHIEUPH",Lo,Hangul,Hangul
U+11E5,"HANGUL JONGSEONG PIEUP-HIEUH",Lo,Hangul,Hangul
U+11E6,"HANGUL JONGSEONG KAPYEOUNPIEUP",Lo,Hangul,Hangul
U+11E7,"HANGUL JONGSEONG SIOS-KIYEOK",Lo,Hangul,Hangul
U+11E8,"HANGUL JONGSEONG SIOS-TIKEUT",Lo,Hangul,Hangul
U+11E9,"HANGUL JONGSEONG SIOS-RIEUL",Lo,Hangul,Hangul
U+11EA,"HANGUL JONGSEONG SIOS-PIEUP",Lo,Hangul,Hangul
U+11EB,"HANGUL JONGSEONG PANSIOS",Lo,Hangul,Hangul
U+11EC,"HANGUL JONGSEONG IEUNG-KIYEOK",Lo,Hangul,Hangul
U+11ED,"HANGUL JONGSEONG IEUNG-SSANGKIYEOK",Lo,Hangul,Hangul
U+11EE,"HANGUL JONGSEONG SSANGIEUNG",Lo,Hangul,Hangul
U+11EF,"HANGUL JONGSEONG IEUNG-KHIEUKH",Lo,Hangul,Hangul
U+11F0,"HANGUL JONGSEONG YESIEUNG",Lo,Hangul,Hangul
U+11F1,"HANGUL JONGSEONG YESIEUNG-SIOS",Lo,Hangul,Hangul
U+11F2,"HANGUL JONGSEONG YESIEUNG-PANSIOS",Lo,Hangul,Hangul
U+11F3,"HANGUL JONGSEONG PHIEUPH-PIEUP",Lo,Hangul,Hangul
U+11F4,"HANGUL JONGSEONG KAPYEOUNPHIEUPH",Lo,Hangul,Hangul
U+11F5,"HANGUL JONGSEONG HIEUH-NIEUN",Lo,Hangul,Hangul
U+11F6,"HANGUL JONGSEONG HIEUH-RIEUL",Lo,Hangul,Hangul
U+11F7,"HANGUL JONGSEONG HIEUH-MIEUM",Lo,Hangul,Hangul
U+11F8,"HANGUL JONGSEONG HIEUH-PIEUP",Lo,Hangul,Hangul
U+11F9,"HANGUL JONGSEONG YEORINHIEUH",Lo,Hangul,Hangul
U+11FA,"HANGUL JONGSEONG KIYEOK-NIEUN",Lo,Hangul,Hangul
U+11FB,"HANGUL JONGSEONG KIYEOK-PIEUP",Lo,Hangul,Hangul
U+11FC,"HANGUL JONGSEONG KIYEOK-CHIEUCH",Lo,Hangul,Hangul
U+11FD,"HANGUL JONGSEONG KIYEOK-KHIEUKH",Lo,Hangul,Hangul
U+11FE,"HANGUL JONGSEONG KIYEOK-HIEUH",Lo,Hangul,Hangul
U+11FF,"HANGUL JONGSEONG SSANGNIEUN",Lo,Hangul,Hangul
U+1200,"ETHIOPIC SYLLABLE HA",Lo,Ethiopic,Ethiopic
U+1201,"ETHIOPIC SYLLABLE HU",Lo,Ethiopic,Ethiopic
U+1202,"ETHIOPIC SYLLABLE HI",Lo,Ethiopic,Ethiopic
U+1203,"ETHIOPIC SYLLABLE HAA",Lo,Ethiopic,Ethiopic
U+1204,"ETHIOPIC SYLLABLE HEE",Lo,Ethiopic,Ethiopic
U+1205,"ETHIOPIC SYLLABLE HE",Lo,Ethiopic,Ethiopic
U+1206,"ETHIOPIC SYLLABLE HO",Lo,Ethiopic,Ethiopic
U+1207,"ETHIOPIC SYLLABLE HOA",Lo,Ethiopic,Ethiopic
U+1208,"ETHIOPIC SYLLABLE LA",Lo,Ethiopic,Ethiopic
U+1209,"ETHIOPIC SYLLABLE LU",Lo,Ethiopic,Ethiopic
U+120A,"ETHIOPIC SYLLABLE LI",Lo,Ethiopic,Ethiopic
U+120B,"ETHIOPIC SYLLABLE LAA",Lo,Ethiopic,Ethiopic
U+120C,"ETHIOPIC SYLLABLE LEE",Lo,Ethiopic,Ethiopic
U+120D,"ETHIOPIC SYLLABLE LE",Lo,Ethiopic,Ethiopic
U+120E,"ETHIOPIC SYLLABLE LO",Lo,Ethiopic,Ethiopic
U+120F,"ETHIOPIC SYLLABLE LWA",Lo,Ethiopic,Ethiopic
U+1210,"ETHIOPIC SYLLABLE HHA",Lo,Ethiopic,Ethiopic
U+1211,"ETHIOPIC SYLLABLE HHU",Lo,Ethiopic,Ethiopic
U+1212,"ETHIOPIC SYLLABLE HHI",Lo,Ethiopic,Ethiopic
U+1213,"ETHIOPIC SYLLABLE HHAA",Lo,Ethiopic,Ethiopic
U+1214,"ETHIOPIC SYLLABLE HHEE",Lo,Ethiopic,Ethiopic
U+1215,"ETHIOPIC SYLLABLE HHE",Lo,Ethiopic,Ethiopic
U+1216,"ETHIOPIC SYLLABLE HHO",Lo,Ethiopic,Ethiopic
U+1217,"ETHIOPIC SYLLABLE HHWA",Lo,Ethiopic,Ethiopic
U+1218,"ETHIOPIC SYLLABLE MA",Lo,Ethiopic,Ethiopic
U+1219,"ETHIOPIC SYLLABLE MU",Lo,Ethiopic,Ethiopic
U+121A,"ETHIOPIC SYLLABLE MI",Lo,Ethiopic,Ethiopic
U+121B,"ETHIOPIC SYLLABLE MAA",Lo,Ethiopic,Ethiopic
U+121C,"ETHIOPIC SYLLABLE MEE",Lo,Ethiopic,Ethiopic
U+121D,"ETHIOPIC SYLLABLE ME",Lo,Ethiopic,Ethiopic
U+121E,"ETHIOPIC SYLLABLE MO",Lo,Ethiopic,Ethiopic
U+121F,"ETHIOPIC SYLLABLE MWA",Lo,Ethiopic,Ethiopic
U+1220,"ETHIOPIC SYLLABLE SZA",Lo,Ethiopic,Ethiopic
U+1221,"ETHIOPIC SYLLABLE SZU",Lo,Ethiopic,Ethiopic
U+1222,"ETHIOPIC SYLLABLE SZI",Lo,Ethiopic,Ethiopic
U+1223,"ETHIOPIC SYLLABLE SZAA",Lo,Ethiopic,Ethiopic
U+1224,"ETHIOPIC SYLLABLE SZEE",Lo,Ethiopic,Ethiopic
U+1225,"ETHIOPIC SYLLABLE SZE",Lo,Ethiopic,Ethiopic
U+1226,"ETHIOPIC SYLLABLE SZO",Lo,Ethiopic,Ethiopic
U+1227,"ETHIOPIC SYLLABLE SZWA",Lo,Ethiopic,Ethiopic
U+1228,"ETHIOPIC SYLLABLE RA",Lo,Ethiopic,Ethiopic
U+1229,"ETHIOPIC SYLLABLE RU",Lo,Ethiopic,Ethiopic
U+122A,"ETHIOPIC SYLLABLE RI",Lo,Ethiopic,Ethiopic
U+122B,"ETHIOPIC SYLLABLE RAA",Lo,Ethiopic,Ethiopic
U+122C,"ETHIOPIC SYLLABLE REE",Lo,Ethiopic,Ethiopic
U+122D,"ETHIOPIC SYLLABLE RE",Lo,Ethiopic,Ethiopic
U+122E,"ETHIOPIC SYLLABLE RO",Lo,Ethiopic,Ethiopic
U+122F,"ETHIOPIC SYLLABLE RWA",Lo,Ethiopic,Ethiopic
U+1230,"ETHIOPIC SYLLABLE SA",Lo,Ethiopic,Ethiopic
U+1231,"ETHIOPIC SYLLABLE SU",Lo,Ethiopic,Ethiopic
U+1232,"ETHIOPIC SYLLABLE SI",Lo,Ethiopic,Ethiopic
U+1233,"ETHIOPIC SYLLABLE SAA",Lo,Ethiopic,Ethiopic
U+1234,"ETHIOPIC SYLLABLE SEE",Lo,Ethiopic,Ethiopic
U+1235,"ETHIOPIC SYLLABLE SE",Lo,Ethiopic,Ethiopic
U+1236,"ETHIOPIC SYLLABLE SO",Lo,Ethiopic,Ethiopic
U+1237,"ETHIOPIC SYLLABLE SWA",Lo,Ethiopic,Ethiopic
U+1238,"ETHIOPIC SYLLABLE SHA",Lo,Ethiopic,Ethiopic
U+1239,"ETHIOPIC SYLLABLE SHU",Lo,Ethiopic,Ethiopic
U+123A,"ETHIOPIC SYLLABLE SHI",Lo,Ethiopic,Ethiopic
U+123B,"ETHIOPIC SYLLABLE SHAA",Lo,Ethiopic,Ethiopic
U+123C,"ETHIOPIC SYLLABLE SHEE",Lo,Ethiopic,Ethiopic
U+123D,"ETHIOPIC SYLLABLE SHE",Lo,Ethiopic,Ethiopic
U+123E,"ETHIOPIC SYLLABLE SHO",Lo,Ethiopic,Ethiopic
U+123F,"ETHIOPIC SYLLABLE SHWA",Lo,Ethiopic,Ethiopic
U+1240,"ETHIOPIC SYLLABLE QA",Lo,Ethiopic,Ethiopic
U+1241,"ETHIOPIC SYLLABLE QU",Lo,Ethiopic,Ethiopic
U+1242,"ETHIOPIC SYLLABLE QI",Lo,Ethiopic,Ethiopic
U+1243,"ETHIOPIC SYLLABLE QAA",Lo,Ethiopic,Ethiopic
U+1244,"ETHIOPIC SYLLABLE QEE",Lo,Ethiopic,Ethiopic
U+1245,"ETHIOPIC SYLLABLE QE",Lo,Ethiopic,Ethiopic
U+1246,"ETHIOPIC SYLLABLE QO",Lo,Ethiopic,Ethiopic
U+1247,"ETHIOPIC SYLLABLE QOA",Lo,Ethiopic,Ethiopic
U+1248,"ETHIOPIC SYLLABLE QWA",Lo,Ethiopic,Ethiopic
U+124A,"ETHIOPIC SYLLABLE QWI",Lo,Ethiopic,Ethiopic
U+124B,"ETHIOPIC SYLLABLE QWAA",Lo,Ethiopic,Ethiopic
U+124C,"ETHIOPIC SYLLABLE QWEE",Lo,Ethiopic,Ethiopic
U+124D,"ETHIOPIC SYLLABLE QWE",Lo,Ethiopic,Ethiopic
U+1250,"ETHIOPIC SYLLABLE QHA",Lo,Ethiopic,Ethiopic
U+1251,"ETHIOPIC SYLLABLE QHU",Lo,Ethiopic,Ethiopic
U+1252,"ETHIOPIC SYLLABLE QHI",Lo,Ethiopic,Ethiopic
U+1253,"ETHIOPIC SYLLABLE QHAA",Lo,Ethiopic,Ethiopic
U+1254,"ETHIOPIC SYLLABLE QHEE",Lo,Ethiopic,Ethiopic
U+1255,"ETHIOPIC SYLLABLE QHE",Lo,Ethiopic,Ethiopic
U+1256,"ETHIOPIC SYLLABLE QHO",Lo,Ethiopic,Ethiopic
U+1258,"ETHIOPIC SYLLABLE QHWA",Lo,Ethiopic,Ethiopic
U+125A,"ETHIOPIC SYLLABLE QHWI",Lo,Ethiopic,Ethiopic
U+125B,"ETHIOPIC SYLLABLE QHWAA",Lo,Ethiopic,Ethiopic
U+125C,"ETHIOPIC SYLLABLE QHWEE",Lo,Ethiopic,Ethiopic
U+125D,"ETHIOPIC SYLLABLE QHWE",Lo,Ethiopic,Ethiopic
U+1260,"ETHIOPIC SYLLABLE BA",Lo,Ethiopic,Ethiopic
U+1261,"ETHIOPIC SYLLABLE BU",Lo,Ethiopic,Ethiopic
U+1262,"ETHIOPIC SYLLABLE BI",Lo,Ethiopic,Ethiopic
U+1263,"ETHIOPIC SYLLABLE BAA",Lo,Ethiopic,Ethiopic
U+1264,"ETHIOPIC SYLLABLE BEE",Lo,Ethiopic,Ethiopic
U+1265,"ETHIOPIC SYLLABLE BE",Lo,Ethiopic,Ethiopic
U+1266,"ETHIOPIC SYLLABLE BO",Lo,Ethiopic,Ethiopic
U+1267,"ETHIOPIC SYLLABLE BWA",Lo,Ethiopic,Ethiopic
U+1268,"ETHIOPIC SYLLABLE VA",Lo,Ethiopic,Ethiopic
U+1269,"ETHIOPIC SYLLABLE VU",Lo,Ethiopic,Ethiopic
U+126A,"ETHIOPIC SYLLABLE VI",Lo,Ethiopic,Ethiopic
U+126B,"ETHIOPIC SYLLABLE VAA",Lo,Ethiopic,Ethiopic
U+126C,"ETHIOPIC SYLLABLE VEE",Lo,Ethiopic,Ethiopic
U+126D,"ETHIOPIC SYLLABLE VE",Lo,Ethiopic,Ethiopic
U+126E,"ETHIOPIC SYLLABLE VO",Lo,Ethiopic,Ethiopic
U+126F,"ETHIOPIC SYLLABLE VWA",Lo,Ethiopic,Ethiopic
U+1270,"ETHIOPIC SYLLABLE TA",Lo,Ethiopic,Ethiopic
U+1271,"ETHIOPIC SYLLABLE TU",Lo,Ethiopic,Ethiopic
U+1272,"ETHIOPIC SYLLABLE TI",Lo,Ethiopic,Ethiopic
U+1273,"ETHIOPIC SYLLABLE TAA",Lo,Ethiopic,Ethiopic
U+1274,"ETHIOPIC SYLLABLE TEE",Lo,Ethiopic,Ethiopic
U+1275,"ETHIOPIC SYLLABLE TE",Lo,Ethiopic,Ethiopic
U+1276,"ETHIOPIC SYLLABLE TO",Lo,Ethiopic,Ethiopic
U+1277,"ETHIOPIC SYLLABLE TWA",Lo,Ethiopic,Ethiopic
U+1278,"ETHIOPIC SYLLABLE CA",Lo,Ethiopic,Ethiopic
U+1279,"ETHIOPIC SYLLABLE CU",Lo,Ethiopic,Ethiopic
U+127A,"ETHIOPIC SYLLABLE CI",Lo,Ethiopic,Ethiopic
U+127B,"ETHIOPIC SYLLABLE CAA",Lo,Ethiopic,Ethiopic
U+127C,"ETHIOPIC SYLLABLE CEE",Lo,Ethiopic,Ethiopic
U+127D,"ETHIOPIC SYLLABLE CE",Lo,Ethiopic,Ethiopic
U+127E,"ETHIOPIC SYLLABLE CO",Lo,Ethiopic,Ethiopic
U+127F,"ETHIOPIC SYLLABLE CWA",Lo,Ethiopic,Ethiopic
U+1280,"ETHIOPIC SYLLABLE XA",Lo,Ethiopic,Ethiopic
U+1281,"ETHIOPIC SYLLABLE XU",Lo,Ethiopic,Ethiopic
U+1282,"ETHIOPIC SYLLABLE XI",Lo,Ethiopic,Ethiopic
U+1283,"ETHIOPIC SYLLABLE XAA",Lo,Ethiopic,Ethiopic
U+1284,"ETHIOPIC SYLLABLE XEE",Lo,Ethiopic,Ethiopic
U+1285,"ETHIOPIC SYLLABLE XE",Lo,Ethiopic,Ethiopic
U+1286,"ETHIOPIC SYLLABLE XO",Lo,Ethiopic,Ethiopic
U+1287,"ETHIOPIC SYLLABLE XOA",Lo,Ethiopic,Ethiopic
U+1288,"ETHIOPIC SYLLABLE XWA",Lo,Ethiopic,Ethiopic
U+128A,"ETHIOPIC SYLLABLE XWI",Lo,Ethiopic,Ethiopic
U+128B,"ETHIOPIC SYLLABLE XWAA",Lo,Ethiopic,Ethiopic
U+128C,"ETHIOPIC SYLLABLE XWEE",Lo,Ethiopic,Ethiopic
U+128D,"ETHIOPIC SYLLABLE XWE",Lo,Ethiopic,Ethiopic
U+1290,"ETHIOPIC SYLLABLE NA",Lo,Ethiopic,Ethiopic
U+1291,"ETHIOPIC SYLLABLE NU",Lo,Ethiopic,Ethiopic
U+1292,"ETHIOPIC SYLLABLE NI",Lo,Ethiopic,Ethiopic
U+1293,"ETHIOPIC SYLLABLE NAA",Lo,Ethiopic,Ethiopic
U+1294,"ETHIOPIC SYLLABLE NEE",Lo,Ethiopic,Ethiopic
U+1295,"ETHIOPIC SYLLABLE NE",Lo,Ethiopic,Ethiopic
U+1296,"ETHIOPIC SYLLABLE NO",Lo,Ethiopic,Ethiopic
U+1297,"ETHIOPIC SYLLABLE NWA",Lo,Ethiopic,Ethiopic
U+1298,"ETHIOPIC SYLLABLE NYA",Lo,Ethiopic,Ethiopic
U+1299,"ETHIOPIC SYLLABLE NYU",Lo,Ethiopic,Ethiopic
U+129A,"ETHIOPIC SYLLABLE NYI",Lo,Ethiopic,Ethiopic
U+129B,"ETHIOPIC SYLLABLE NYAA",Lo,Ethiopic,Ethiopic
U+129C,"ETHIOPIC SYLLABLE NYEE",Lo,Ethiopic,Ethiopic
U+129D,"ETHIOPIC SYLLABLE NYE",Lo,Ethiopic,Ethiopic
