Code,"Name",SubCategory,Block,Group
U+015A,"LATIN CAPITAL LETTER S WITH ACUTE",Lu,Latin Extended-A,Latin
U+015B,"LATIN SMALL LETTER S WITH ACUTE",Ll,Latin Extended-A,Latin
U+015C,"LATIN CAPITAL LETTER S WITH CIRCUMFLEX",Lu,Latin Extended-A,Latin
U+015D,"LATIN SMALL LETTER S WITH CIRCUMFLEX",Ll,Latin Extended-A,Latin
U+015E,"LATIN CAPITAL LETTER S WITH CEDILLA",Lu,Latin Extended-A,Latin
U+015F,"LATIN SMALL LETTER S WITH CEDILLA",Ll,Latin Extended-A,Latin
U+0160,"LATIN CAPITAL LETTER S WITH CARON",Lu,Latin Extended-A,Latin
U+0161,"LATIN SMALL LETTER S WITH CARON",Ll,Latin Extended-A,Latin
U+0162,"LATIN CAPITAL LETTER T WITH CEDILLA",Lu,Latin Extended-A,Latin
U+0163,"LATIN SMALL LETTER T WITH CEDILLA",Ll,Latin Extended-A,Latin
U+0164,"LATIN CAPITAL LETTER T WITH CARON",Lu,Latin Extended-A,Latin
U+0165,"LATIN SMALL LETTER T WITH CARON",Ll,Latin Extended-A,Latin
U+0166,"LATIN CAPITAL LETTER T WITH STROKE",Lu,Latin Extended-A,Latin
U+0167,"LATIN SMALL LETTER T WITH STROKE",Ll,Latin Extended-A,Latin
U+0168,"LATIN CAPITAL LETTER U WITH TILDE",Lu,Latin Extended-A,Latin
U+0169,"LATIN SMALL LETTER U WITH TILDE",Ll,Latin Extended-A,Latin
U+016A,"LATIN CAPITAL LETTER U WITH MACRON",Lu,Latin Extended-A,Latin
U+016B,"LATIN SMALL LETTER U WITH MACRON",Ll,Latin Extended-A,Latin
U+016C,"LATIN CAPITAL LETTER U WITH BREVE",Lu,Latin Extended-A,Latin
U+016D,"LATIN SMALL LETTER U WITH BREVE",Ll,Latin Extended-A,Latin
U+016E,"LATIN CAPITAL LETTER U WITH RING ABOVE",Lu,Latin Extended-A,Latin
U+016F,"LATIN SMALL LETTER U WITH RING ABOVE",Ll,Latin Extended-A,Latin
U+0170,"LATIN CAPITAL LETTER U WITH DOUBLE ACUTE",Lu,Latin Extended-A,Latin
U+0171,"LATIN SMALL LETTER U WITH DOUBLE ACUTE",Ll,Latin Extended-A,Latin
U+0172,"LATIN CAPITAL LETTER U WITH OGONEK",Lu,Latin Extended-A,Latin
U+0173,"LATIN SMALL LETTER U WITH OGONEK",Ll,Latin Extended-A,Latin
U+0174,"LATIN CAPITAL LETTER W WITH CIRCUMFLEX",Lu,Latin Extended-A,Latin
U+0175,"LATIN SMALL LETTER W WITH CIRCUMFLEX",Ll,Latin Extended-A,Latin
U+0176,"LATIN CAPITAL LETTER Y WITH CIRCUMFLEX",Lu,Latin Extended-A,Latin
U+0177,"LATIN SMALL LETTER Y WITH CIRCUMFLEX",Ll,Latin Extended-A,Latin
U+0178,"LATIN CAPITAL LETTER Y WITH DIAERESIS",Lu,Latin Extended-A,Latin
U+0179,"LATIN CAPITAL LETTER Z WITH ACUTE",Lu,Latin Extended-A,Latin
U+017A,"LATIN SMALL LETTER Z WITH ACUTE",Ll,Latin Extended-A,Latin
U+017B,"LATIN CAPITAL LETTER Z WITH DOT ABOVE",Lu,Latin Extended-A,Latin
U+017C,"LATIN SMALL LETTER Z WITH DOT ABOVE",Ll,Latin Extended-A,Latin
U+017D,"LATIN CAPITAL LETTER Z WITH CARON",Lu,Latin Extended-A,Latin
U+017E,"LATIN SMALL LETTER Z WITH CARON",Ll,Latin Extended-A,Latin
U+017F,"LATIN SMALL LETTER LONG S",Ll,Latin Extended-A,Latin
U+0180,"LATIN SMALL LETTER B WITH STROKE",Ll,Latin Extended-B,Latin
U+0181,"LATIN CAPITAL LETTER B WITH HOOK",Lu,Latin Extended-B,Latin
U+0182,"LATIN CAPITAL LETTER B WITH TOPBAR",Lu,Latin Extended-B,Latin
U+0183,"LATIN SMALL LETTER B WITH TOPBAR",Ll,Latin Extended-B,Latin
U+0184,"LATIN CAPITAL LETTER TONE SIX",Lu,Latin Extended-B,Latin
U+0185,"LATIN SMALL LETTER TONE SIX",Ll,Latin Extended-B,Latin
U+0186,"LATIN CAPITAL LETTER OPEN O",Lu,Latin Extended-B,Latin
U+0187,"LATIN CAPITAL LETTER C WITH HOOK",Lu,Latin Extended-B,Latin
U+0188,"LATIN SMALL LETTER C WITH HOOK",Ll,Latin Extended-B,Latin
U+0189,"LATIN CAPITAL LETTER AFRICAN D",Lu,Latin Extended-B,Latin
U+018A,"LATIN CAPITAL LETTER D WITH HOOK",Lu,Latin Extended-B,Latin
U+018B,"LATIN CAPITAL LETTER D WITH TOPBAR",Lu,Latin Extended-B,Latin
U+018C,"LATIN SMALL LETTER D WITH TOPBAR",Ll,Latin Extended-B,Latin
U+018D,"LATIN SMALL LETTER TURNED DELTA",Ll,Latin Extended-B,Latin
U+018E,"LATIN CAPITAL LETTER REVERSED E",Lu,Latin Extended-B,Latin
U+018F,"LATIN CAPITAL LETTER SCHWA",Lu,Latin Extended-B,Latin
U+0190,"LATIN CAPITAL LETTER OPEN E",Lu,Latin Extended-B,Latin
U+0191,"LATIN CAPITAL LETTER F WITH HOOK",Lu,Latin Extended-B,Latin
U+0192,"LATIN SMALL LETTER F WITH HOOK",Ll,Latin Extended-B,Latin
U+0193,"LATIN CAPITAL LETTER G WITH HOOK",Lu,Latin Extended-B,Latin
U+0194,"LATIN CAPITAL LETTER GAMMA",Lu,Latin Extended-B,Latin
U+0195,"LATIN SMALL LETTER HV",Ll,Latin Extended-B,Latin
U+0196,"LATIN CAPITAL LETTER IOTA",Lu,Latin Extended-B,Latin
U+0197,"LATIN CAPITAL LETTER I WITH STROKE",Lu,Latin Extended-B,Latin
U+0198,"LATIN CAPITAL LETTER K WITH HOOK",Lu,Latin Extended-B,Latin
U+0199,"LATIN SMALL LETTER K WITH HOOK",Ll,Latin Extended-B,Latin
U+019A,"LATIN SMALL LETTER L WITH BAR",Ll,Latin Extended-B,Latin
U+019B,"LATIN SMALL LETTER LAMBDA WITH STROKE",Ll,Latin Extended-B,Latin
U+019C,"LATIN CAPITAL LETTER TURNED M",Lu,Latin Extended-B,Latin
U+019D,"LATIN CAPITAL LETTER N WITH LEFT HOOK",Lu,Latin Extended-B,Latin
U+019E,"LATIN SMALL LETTER N WITH LONG RIGHT LEG",Ll,Latin Extended-B,Latin
U+019F,"LATIN CAPITAL LETTER O WITH MIDDLE TILDE",Lu,Latin Extended-B,Latin
U+01A0,"LATIN CAPITAL LETTER O WITH HORN",Lu,Latin Extended-B,Latin
U+01A1,"LATIN SMALL LETTER O WITH HORN",Ll,Latin Extended-B,Latin
U+01A2,"LATIN CAPITAL LETTER OI",Lu,Latin Extended-B,Latin
U+01A3,"LATIN SMALL LETTER OI",Ll,Latin Extended-B,Latin
U+01A4,"LATIN CAPITAL LETTER P WITH HOOK",Lu,Latin Extended-B,Latin
U+01A5,"LATIN SMALL LETTER P WITH HOOK",Ll,Latin Extended-B,Latin
U+01A6,"LATIN LETTER YR",Lu,Latin Extended-B,Latin
U+01A7,"LATIN CAPITAL LETTER TONE TWO",Lu,Latin Extended-B,Latin
U+01A8,"LATIN SMALL LETTER TONE TWO",Ll,Latin Extended-B,Latin
U+01A9,"LATIN CAPITAL LETTER ESH",Lu,Latin Extended-B,Latin
U+01AA,"LATIN LETTER REVERSED ESH LOOP",Ll,Latin Extended-B,Latin
U+01AB,"LATIN SMALL LETTER T WITH PALATAL HOOK",Ll,Latin Extended-B,Latin
U+01AC,"LATIN CAPITAL LETTER T WITH HOOK",Lu,Latin Extended-B,Latin
U+01AD,"LATIN SMALL LETTER T WITH HOOK",Ll,Latin Extended-B,Latin
U+01AE,"LATIN CAPITAL LETTER T WITH RETROFLEX HOOK",Lu,Latin Extended-B,Latin
U+01AF,"LATIN CAPITAL LETTER U WITH HORN",Lu,Latin Extended-B,Latin
U+01B0,"LATIN SMALL LETTER U WITH HORN",Ll,Latin Extended-B,Latin
U+01B1,"LATIN CAPITAL LETTER UPSILON",Lu,Latin Extended-B,Latin
U+01B2,"LATIN CAPITAL LETTER V WITH HOOK",Lu,Latin Extended-B,Latin
U+01B3,"LATIN CAPITAL LETTER Y WITH HOOK",Lu,Latin Extended-B,Latin
U+01B4,"LATIN SMALL LETTER Y WITH HOOK",Ll,Latin Extended-B,Latin
U+01B5,"LATIN CAPITAL LETTER Z WITH STROKE",Lu,Latin Extended-B,Latin
U+01B6,"LATIN SMALL LETTER Z WITH STROKE",Ll,Latin Extended-B,Latin
U+01B7,"LATIN CAPITAL LETTER EZH",Lu,Latin Extended-B,Latin
U+01B8,"LATIN CAPITAL LETTER EZH REVERSED",Lu,Latin Extended-B,Latin
U+01B9,"LATIN SMALL LETTER EZH REVERSED",Ll,Latin Extended-B,Latin
U+01BA,"LATIN SMALL LETTER EZH WITH TAIL",Ll,Latin Extended-B,Latin
U+01BB,"LATIN LETTER TWO WITH STROKE",Lo,Latin Extended-B,Latin
U+01BC,"LATIN CAPITAL LETTER TONE FIVE",Lu,Latin Extended-B,Latin
U+01BD,"LATIN SMALL LETTER TONE FIVE",Ll,Latin Extended-B,Latin
U+01BE,"LATIN LETTER INVERTED GLOTTAL STOP WITH STROKE",Ll,Latin Extended-B,Latin
U+01BF,"LATIN LETTER WYNN",Ll,Latin Extended-B,Latin
U+01C0,"LATIN LETTER DENTAL CLICK",Lo,Latin Extended-B,Latin
U+01C1,"LATIN LETTER LATERAL CLICK",Lo,Latin Extended-B,Latin
U+01C2,"LATIN LETTER ALVEOLAR CLICK",Lo,Latin Extended-B,Latin
U+01C3,"LATIN LETTER RETROFLEX CLICK",Lo,Latin Extended-B,Latin
U+01C4,"LATIN CAPITAL LETTER DZ WITH CARON",Lu,Latin Extended-B,Latin
U+01C5,"LATIN CAPITAL LETTER D WITH SMALL LETTER Z WITH CARON",Lt,Latin Extended-B,Latin
U+01C6,"LATIN SMALL LETTER DZ WITH CARON",Ll,Latin Extended-B,Latin
U+01C7,"LATIN CAPITAL LETTER LJ",Lu,Latin Extended-B,Latin
U+01C8,"LATIN CAPITAL LETTER L WITH SMALL LETTER J",Lt,Latin Extended-B,Latin
U+01C9,"LATIN SMALL LETTER LJ",Ll,Latin Extended-B,Latin
U+01CA,"LATIN CAPITAL LETTER NJ",Lu,Latin Extended-B,Latin
U+01CB,"LATIN CAPITAL LETTER N WITH SMALL LETTER J",Lt,Latin Extended-B,Latin
U+01CC,"LATIN SMALL LETTER NJ",Ll,Latin Extended-B,Latin
U+01CD,"LATIN CAPITAL LETTER A WITH CARON",Lu,Latin Extended-B,Latin
U+01CE,"LATIN SMALL LETTER A WITH CARON",Ll,Latin Extended-B,Latin
U+01CF,"LATIN CAPITAL LETTER I WITH CARON",Lu,Latin Extended-B,Latin
U+01D0,"LATIN SMALL LETTER I WITH CARON",Ll,Latin Extended-B,Latin
U+01D1,"LATIN CAPITAL LETTER O WITH CARON",Lu,Latin Extended-B,Latin
U+01D2,"LATIN SMALL LETTER O WITH CARON",Ll,Latin Extended-B,Latin
U+01D3,"LATIN CAPITAL LETTER U WITH CARON",Lu,Latin Extended-B,Latin
U+01D4,"LATIN SMALL LETTER U WITH CARON",Ll,Latin Extended-B,Latin
U+01D5,"LATIN CAPITAL LETTER U WITH DIAERESIS AND MACRON",Lu,Latin Extended-B,Latin
U+01D6,"LATIN SMALL LETTER U WITH DIAERESIS AND MACRON",Ll,Latin Extended-B,Latin
U+01D7,"LATIN CAPITAL LETTER U WITH DIAERESIS AND ACUTE",Lu,Latin Extended-B,Latin
U+01D8,"LATIN SMALL LETTER U WITH DIAERESIS AND ACUTE",Ll,Latin Extended-B,Latin
U+01D9,"LATIN CAPITAL LETTER U WITH DIAERESIS AND CARON",Lu,Latin Extended-B,Latin
U+01DA,"LATIN SMALL LETTER U WITH DIAERESIS AND CARON",Ll,Latin Extended-B,Latin
U+01DB,"LATIN CAPITAL LETTER U WITH DIAERESIS AND GRAVE",Lu,Latin Extended-B,Latin
U+01DC,"LATIN SMALL LETTER U WITH DIAERESIS AND GRAVE",Ll,Latin Extended-B,Latin
U+01DD,"LATIN SMALL LETTER TURNED E",Ll,Latin Extended-B,Latin
U+01DE,"LATIN CAPITAL LETTER A WITH DIAERESIS AND MACRON",Lu,Latin Extended-B,Latin
U+01DF,"LATIN SMALL LETTER A WITH DIAERESIS AND MACRON",Ll,Latin Extended-B,Latin
U+01E0,"LATIN CAPITAL LETTER A WITH DOT ABOVE AND MACRON",Lu,Latin Extended-B,Latin
U+01E1,"LATIN SMALL LETTER A WITH DOT ABOVE AND MACRON",Ll,Latin Extended-B,Latin
U+01E2,"LATIN CAPITAL LETTER AE WITH MACRON",Lu,Latin Extended-B,Latin
U+01E3,"LATIN SMALL LETTER AE WITH MACRON",Ll,Latin Extended-B,Latin
U+01E4,"LATIN CAPITAL LETTER G WITH STROKE",Lu,Latin Extended-B,Latin
U+01E5,"LATIN SMALL LETTER G WITH STROKE",Ll,Latin Extended-B,Latin
U+01E6,"LATIN CAPITAL LETTER G WITH CARON",Lu,Latin Extended-B,Latin
U+01E7,"LATIN SMALL LETTER G WITH CARON",Ll,Latin Extended-B,Latin
U+01E8,"LATIN CAPITAL LETTER K WITH CARON",Lu,Latin Extended-B,Latin
U+01E9,"LATIN SMALL LETTER K WITH CARON",Ll,Latin Extended-B,Latin
U+01EA,"LATIN CAPITAL LETTER O WITH OGONEK",Lu,Latin Extended-B,Latin
U+01EB,"LATIN SMALL LETTER O WITH OGONEK",Ll,Latin Extended-B,Latin
U+01EC,"LATIN CAPITAL LETTER O WITH OGONEK AND MACRON",Lu,Latin Extended-B,Latin
U+01ED,"LATIN SMALL LETTER O WITH OGONEK AND MACRON",Ll,Latin Extended-B,Latin
U+01EE,"LATIN CAPITAL LETTER EZH WITH CARON",Lu,Latin Extended-B,Latin
U+01EF,"LATIN SMALL LETTER EZH WITH CARON",Ll,Latin Extended-B,Latin
U+01F0,"LATIN SMALL LETTER J WITH CARON",Ll,Latin Extended-B,Latin
U+01F1,"LATIN CAPITAL LETTER DZ",Lu,Latin Extended-B,Latin
U+01F2,"LATIN CAPITAL LETTER D WITH SMALL LETTER Z",Lt,Latin Extended-B,Latin
U+01F3,"LATIN SMALL LETTER DZ",Ll,Latin Extended-B,Latin
U+01F4,"LATIN CAPITAL LETTER G WITH ACUTE",Lu,Latin Extended-B,Latin
U+01F5,"LATIN SMALL LETTER G WITH ACUTE",Ll,Latin Extended-B,Latin
U+01F6,"LATIN CAPITAL LETTER HWAIR",Lu,Latin Extended-B,Latin
U+01F7,"LATIN CAPITAL LETTER WYNN",Lu,Latin Extended-B,Latin
U+01F8,"LATIN CAPITAL LETTER N WITH GRAVE",Lu,Latin Extended-B,Latin
U+01F9,"LATIN SMALL LETTER N WITH GRAVE",Ll,Latin Extended-B,Latin
U+01FA,"LATIN CAPITAL LETTER A WITH RING ABOVE AND ACUTE",Lu,Latin Extended-B,Latin
U+01FB,"LATIN SMALL LETTER A WITH RING ABOVE AND ACUTE",Ll,Latin Extended-B,Latin
U+01FC,"LATIN CAPITAL LETTER AE WITH ACUTE",Lu,Latin Extended-B,Latin
U+01FD,"LATIN SMALL LETTER AE WITH ACUTE",Ll,Latin Extended-B,Latin
U+01FE,"LATIN CAPITAL LETTER O WITH STROKE AND ACUTE",Lu,Latin Extended-B,Latin
U+01FF,"LATIN SMALL LETTER O WITH STROKE AND ACUTE",Ll,Latin Extended-B,Latin
U+0200,"LATIN CAPITAL LETTER A WITH DOUBLE GRAVE",Lu,Latin Extended-B,Latin
U+0201,"LATIN SMALL LETTER A WITH DOUBLE GRAVE",Ll,Latin Extended-B,Latin
U+0202,"LATIN CAPITAL LETTER A WITH INVERTED BREVE",Lu,Latin Extended-B,Latin
U+0203,"LATIN SMALL LETTER A WITH INVERTED BREVE",Ll,Latin Extended-B,Latin
U+0204,"LATIN CAPITAL LETTER E WITH DOUBLE GRAVE",Lu,Latin Extended-B,Latin
U+0205,"LATIN SMALL LETTER E WITH DOUBLE GRAVE",Ll,Latin Extended-B,Latin
U+0206,"LATIN CAPITAL LETTER E WITH INVERTED BREVE",Lu,Latin Extended-B,Latin
U+0207,"LATIN SMALL LETTER E WITH INVERTED BREVE",Ll,Latin Extended-B,Latin
U+0208,"LATIN CAPITAL LETTER I WITH DOUBLE GRAVE",Lu,Latin Extended-B,Latin
U+0209,"LATIN SMALL LETTER I WITH DOUBLE GRAVE",Ll,Latin Extended-B,Latin
U+020A,"LATIN CAPITAL LETTER I WITH INVERTED BREVE",Lu,Latin Extended-B,Latin
U+020B,"LATIN SMALL LETTER I WITH INVERTED BREVE",Ll,Latin Extended-B,Latin
U+020C,"LATIN CAPITAL LETTER O WITH DOUBLE GRAVE",Lu,Latin Extended-B,Latin
U+020D,"LATIN SMALL LETTER O WITH DOUBLE GRAVE",Ll,Latin Extended-B,Latin
U+020E,"LATIN CAPITAL LETTER O WITH INVERTED BREVE",Lu,Latin Extended-B,Latin
U+020F,"LATIN SMALL LETTER O WITH INVERTED BREVE",Ll,Latin Extended-B,Latin
U+0210,"LATIN CAPITAL LETTER R WITH DOUBLE GRAVE",Lu,Latin Extended-B,Latin
U+0211,"LATIN SMALL LETTER R WITH DOUBLE GRAVE",Ll,Latin Extended-B,Latin
U+0212,"LATIN CAPITAL LETTER R WITH INVERTED BREVE",Lu,Latin Extended-B,Latin
U+0213,"LATIN SMALL LETTER R WITH INVERTED BREVE",Ll,Latin Extended-B,Latin
U+0214,"LATIN CAPITAL LETTER U WITH DOUBLE GRAVE",Lu,Latin Extended-B,Latin
U+0215,"LATIN SMALL LETTER U WITH DOUBLE GRAVE",Ll,Latin Extended-B,Latin
U+0216,"LATIN CAPITAL LETTER U WITH INVERTED BREVE",Lu,Latin Extended-B,Latin
U+0217,"LATIN SMALL LETTER U WITH INVERTED BREVE",Ll,Latin Extended-B,Latin
U+0218,"LATIN CAPITAL LETTER S WITH COMMA BELOW",Lu,Latin Extended-B,Latin
U+0219,"LATIN SMALL LETTER S WITH COMMA BELOW",Ll,Latin Extended-B,Latin
U+021A,"LATIN CAPITAL LETTER T WITH COMMA BELOW",Lu,Latin Extended-B,Latin
U+021B,"LATIN SMALL LETTER T WITH COMMA BELOW",Ll,Latin Extended-B,Latin
U+021C,"LATIN CAPITAL LETTER YOGH",Lu,Latin Extended-B,Latin
U+021D,"LATIN SMALL LETTER YOGH",Ll,Latin Extended-B,Latin
U+021E,"LATIN CAPITAL LETTER H WITH CARON",Lu,Latin Extended-B,Latin
U+021F,"LATIN SMALL LETTER H WITH CARON",Ll,Latin Extended-B,Latin
U+0220,"LATIN CAPITAL LETTER N WITH LONG RIGHT LEG",Lu,Latin Extended-B,Latin
U+0221,"LATIN SMALL LETTER D WITH CURL",Ll,Latin Extended-B,Latin
U+0222,"LATIN CAPITAL LETTER OU",Lu,Latin Extended-B,Latin
U+0223,"LATIN SMALL LETTER OU",Ll,Latin Extended-B,Latin
U+0224,"LATIN CAPITAL LETTER Z WITH HOOK",Lu,Latin Extended-B,Latin
U+0225,"LATIN SMALL LETTER Z WITH HOOK",Ll,Latin Extended-B,Latin
U+0226,"LATIN CAPITAL LETTER A WITH DOT ABOVE",Lu,Latin Extended-B,Latin
U+0227,"LATIN SMALL LETTER A WITH DOT ABOVE",Ll,Latin Extended-B,Latin
U+0228,"LATIN CAPITAL LETTER E WITH CEDILLA",Lu,Latin Extended-B,Latin
U+0229,"LATIN SMALL LETTER E WITH CEDILLA",Ll,Latin Extended-B,Latin
U+022A,"LATIN CAPITAL LETTER O WITH DIAERESIS AND MACRON",Lu,Latin Extended-B,Latin
U+022B,"LATIN SMALL LETTER O WITH DIAERESIS AND MACRON",Ll,Latin Extended-B,Latin
U+022C,"LATIN CAPITAL LETTER O WITH TILDE AND MACRON",Lu,Latin Extended-B,Latin
U+022D,"LATIN SMALL LETTER O WITH TILDE AND MACRON",Ll,Latin Extended-B,Latin
U+022E,"LATIN CAPITAL LETTER O WITH DOT ABOVE",Lu,Latin Extended-B,Latin
U+022F,"LATIN SMALL LETTER O WITH DOT ABOVE",Ll,Latin Extended-B,Latin
U+0230,"LATIN CAPITAL LETTER O WITH DOT ABOVE AND MACRON",Lu,Latin Extended-B,Latin
U+0231,"LATIN SMALL LETTER O WITH DOT ABOVE AND MACRON",Ll,Latin Extended-B,Latin
U+0232,"LATIN CAPITAL LETTER Y WITH MACRON",Lu,Latin Extended-B,Latin
U+0233,"LATIN SMALL LETTER Y WITH MACRON",Ll,Latin Extended-B,Latin
U+0234,"LATIN SMALL LETTER L WITH CURL",Ll,Latin Extended-B,Latin
U+0235,"LATIN SMALL LETTER N WITH CURL",Ll,Latin Extended-B,Latin
U+0236,"LATIN SMALL LETTER T WITH CURL",Ll,Latin Extended-B,Latin
U+0237,"LATIN SMALL LETTER DOTLESS J",Ll,Latin Extended-B,Latin
U+0238,"LATIN SMALL LETTER DB DIGRAPH",Ll,Latin Extended-B,Latin
U+0239,"LATIN SMALL LETTER QP DIGRAPH",Ll,Latin Extended-B,Latin
U+023A,"LATIN CAPITAL LETTER A WITH STROKE",Lu,Latin Extended-B,Latin
U+023B,"LATIN CAPITAL LETTER C WITH STROKE",Lu,Latin Extended-B,Latin
U+023C,"LATIN SMALL LETTER C WITH STROKE",Ll,Latin Extended-B,Latin
U+023D,"LATIN CAPITAL LETTER L WITH BAR",Lu,Latin Extended-B,Latin
U+023E,"LATIN CAPITAL LETTER T WITH DIAGONAL STROKE",Lu,Latin Extended-B,Latin
U+023F,"LATIN SMALL LETTER S WITH SWASH TAIL",Ll,Latin Extended-B,Latin
U+0240,"LATIN SMALL LETTER Z WITH SWASH TAIL",Ll,Latin Extended-B,Latin
U+0241,"LATIN CAPITAL LETTER GLOTTAL STOP",Lu,Latin Extended-B,Latin
U+0242,"LATIN SMALL LETTER GLOTTAL STOP",Ll,Latin Extended-B,Latin
U+0243,"LATIN CAPITAL LETTER B WITH STROKE",Lu,Latin Extended-B,Latin
U+0244,"LATIN CAPITAL LETTER U BAR",Lu,Latin Extended-B,Latin
U+0245,"LATIN CAPITAL LETTER TURNED V",Lu,Latin Extended-B,Latin
U+0246,"LATIN CAPITAL LETTER E WITH STROKE",Lu,Latin Extended-B,Latin
U+0247,"LATIN SMALL LETTER E WITH STROKE",Ll,Latin Extended-B,Latin
U+0248,"LATIN CAPITAL LETTER J WITH STROKE",Lu,Latin Extended-B,Latin
U+0249,"LATIN SMALL LETTER J WITH STROKE",Ll,Latin Extended-B,Latin
U+024A,"LATIN CAPITAL LETTER SMALL Q WITH HOOK TAIL",Lu,Latin Extended-B,Latin
U+024B,"LATIN SMALL LETTER Q WITH HOOK TAIL",Ll,Latin Extended-B,Latin
U+024C,"LATIN CAPITAL LETTER R WITH STROKE",Lu,Latin Extended-B,Latin
U+024D,"LATIN SMALL LETTER R WITH STROKE",Ll,Latin Extended-B,Latin
U+024E,"LATIN CAPITAL LETTER Y WITH STROKE",Lu,Latin Extended-B,Latin
U+024F,"LATIN SMALL LETTER Y WITH STROKE",Ll,Latin Extended-B,Latin
U+0250,"LATIN SMALL LETTER TURNED A",Ll,IPA Extensions,IPA
U+0251,"LATIN SMALL LETTER ALPHA",Ll,IPA Extensions,IPA
U+0252,"LATIN SMALL LETTER TURNED ALPHA",Ll,IPA Extensions,IPA
U+0253,"LATIN SMALL LETTER B WITH HOOK",Ll,IPA Extensions,IPA
U+0254,"LATIN SMALL LETTER OPEN O",Ll,IPA Extensions,IPA
U+0255,"LATIN SMALL LETTER C WITH CURL",Ll,IPA Extensions,IPA
U+0256,"LATIN SMALL LETTER D WITH TAIL",Ll,IPA Extensions,IPA
U+0257,"LATIN SMALL LETTER D WITH HOOK",Ll,IPA Extensions,IPA
U+0258,"LATIN SMALL LETTER REVERSED E",Ll,IPA Extensions,IPA
U+0259,"LATIN SMALL LETTER SCHWA",Ll,IPA Extensions,IPA
U+025A,"LATIN SMALL LETTER SCHWA WITH HOOK",Ll,IPA Extensions,IPA
U+025B,"LATIN SMALL LETTER OPEN E",Ll,IPA Extensions,IPA
U+025C,"LATIN SMALL LETTER REVERSED OPEN E",Ll,IPA Extensions,IPA
U+025D,"LATIN SMALL LETTER REVERSED OPEN E WITH HOOK",Ll,IPA Extensions,IPA
U+025E,"LATIN SMALL LETTER CLOSED REVERSED OPEN E",Ll,IPA Extensions,IPA
U+025F,"LATIN SMALL LETTER DOTLESS J WITH STROKE",Ll,IPA Extensions,IPA
U+0260,"LATIN SMALL LETTER G WITH HOOK",Ll,IPA Extensions,IPA
U+0261,"LATIN SMALL LETTER SCRIPT G",Ll,IPA Extensions,IPA
U+0262,"LATIN LETTER SMALL CAPITAL G",Ll,IPA Extensions,IPA
U+0263,"LATIN SMALL LETTER GAMMA",Ll,IPA Extensions,IPA
U+0264,"LATIN SMALL LETTER RAMS HORN",Ll,IPA Extensions,IPA
U+0265,"LATIN SMALL LETTER TURNED H",Ll,IPA Extensions,IPA
U+0266,"LATIN SMALL LETTER H WITH HOOK",Ll,IPA Extensions,IPA
U+0267,"LATIN SMALL LETTER HENG WITH HOOK",Ll,IPA Extensions,IPA
U+0268,"LATIN SMALL LETTER I WITH STROKE",Ll,IPA Extensions,IPA
U+0269,"LATIN SMALL LETTER IOTA",Ll,IPA Extensions,IPA
U+026A,"LATIN LETTER SMALL CAPITAL I",Ll,IPA Extensions,IPA
U+026B,"LATIN SMALL LETTER L WITH MIDDLE TILDE",Ll,IPA Extensions,IPA
U+026C,"LATIN SMALL LETTER L WITH BELT",Ll,IPA Extensions,IPA
U+026D,"LATIN SMALL LETTER L WITH RETROFLEX HOOK",Ll,IPA Extensions,IPA
U+026E,"LATIN SMALL LETTER LEZH",Ll,IPA Extensions,IPA
U+026F,"LATIN SMALL LETTER TURNED M",Ll,IPA Extensions,IPA
U+0270,"LATIN SMALL LETTER TURNED M WITH LONG LEG",Ll,IPA Extensions,IPA
U+0271,"LATIN SMALL LETTER M WITH HOOK",Ll,IPA Extensions,IPA
U+0272,"LATIN SMALL LETTER N WITH LEFT HOOK",Ll,IPA Extensions,IPA
U+0273,"LATIN SMALL LETTER N WITH RETROFLEX HOOK",Ll,IPA Extensions,IPA
U+0274,"LATIN LETTER SMALL CAPITAL N",Ll,IPA Extensions,IPA
U+0275,"LATIN SMALL LETTER BARRED O",Ll,IPA Extensions,IPA
U+0276,"LATIN LETTER SMALL CAPITAL OE",Ll,IPA Extensions,IPA
U+0277,"LATIN SMALL LETTER CLOSED OMEGA",Ll,IPA Extensions,IPA
U+0278,"LATIN SMALL LETTER PHI",Ll,IPA Extensions,IPA
U+0279,"LATIN SMALL LETTER TURNED R",Ll,IPA Extensions,IPA
U+027A,"LATIN SMALL LETTER TURNED R WITH LONG LEG",Ll,IPA Extensions,IPA
U+027B,"LATIN SMALL LETTER TURNED R WITH HOOK",Ll,IPA Extensions,IPA
U+027C,"LATIN SMALL LETTER R WITH LONG LEG",Ll,IPA Extensions,IPA
U+027D,"LATIN SMALL LETTER R WITH TAIL",Ll,IPA Extensions,IPA
U+027E,"LATIN SMALL LETTER R WITH FISHHOOK",Ll,IPA Extensions,IPA
U+027F,"LATIN SMALL LETTER REVERSED R WITH FISHHOOK",Ll,IPA Extensions,IPA
U+0280,"LATIN LETTER SMALL CAPITAL R",Ll,IPA Extensions,IPA
U+0281,"LATIN LETTER SMALL CAPITAL INVERTED R",Ll,IPA Extensions,IPA
U+0282,"LATIN SMALL LETTER S WITH HOOK",Ll,IPA Extensions,IPA
U+0283,"LATIN SMALL LETTER ESH",Ll,IPA Extensions,IPA
U+0284,"LATIN SMALL LETTER DOTLESS J WITH STROKE AND HOOK",Ll,IPA Extensions,IPA
U+0285,"LATIN SMALL LETTER SQUAT REVERSED ESH",Ll,IPA Extensions,IPA
